Participant	block_order	group	trial	A	B	DA	DB	R	index	ID	PA	PB
1012	8	1	48	9	30	0	29	1	5	7	1	1
1012	8	1	49	6	30	0	29	1	5	7	1	1
1012	8	1	50	3	30	0	29	1	5	7	1	1
1013	9	1	1	3	30	0	15	1	1	8	1	1
1013	9	1	2	6	30	0	15	1	1	8	1	1
1013	9	1	3	9	30	0	15	1	1	8	1	1
1013	9	1	4	12	30	0	15	1	1	8	1	1
1013	9	1	5	15	30	0	15	1	1	8	1	1
1013	9	1	6	18	30	0	15	1	1	8	1	1
1013	9	1	7	21	30	0	15	0	1	8	1	1
1013	9	1	8	24	30	0	15	0	1	8	1	1
1013	9	1	9	27	30	0	15	0	1	8	1	1
1013	9	1	10	30	30	0	15	0	1	8	1	1
1013	9	1	11	3	30	0	7	1	2	8	1	1
1013	9	1	12	6	30	0	7	1	2	8	1	1
1013	9	1	13	9	30	0	7	1	2	8	1	1
1013	9	1	14	12	30	0	7	1	2	8	1	1
1013	9	1	15	15	30	0	7	1	2	8	1	1
1013	9	1	16	18	30	0	7	1	2	8	1	1
1013	9	1	17	21	30	0	7	1	2	8	1	1
1013	9	1	18	24	30	0	7	1	2	8	1	1
1013	9	1	19	27	30	0	7	0	2	8	1	1
1013	9	1	20	30	30	0	7	0	2	8	1	1
1013	9	1	21	3	30	0	29	1	3	8	1	1
1013	9	1	22	6	30	0	29	1	3	8	1	1
1013	9	1	23	9	30	0	29	1	3	8	1	1
1013	9	1	24	12	30	0	29	1	3	8	1	1
1013	9	1	25	15	30	0	29	1	3	8	1	1
1013	9	1	26	18	30	0	29	1	3	8	1	1
1013	9	1	27	21	30	0	29	1	3	8	1	1
1013	9	1	28	24	30	0	29	0	3	8	1	1
1013	9	1	29	27	30	0	29	0	3	8	1	1
1013	9	1	30	30	30	0	29	0	3	8	1	1
1013	9	1	31	3	30	0	101	1	4	8	1	1
1013	9	1	32	6	30	0	101	1	4	8	1	1
1013	9	1	33	9	30	0	101	1	4	8	1	1
1013	9	1	34	12	30	0	101	1	4	8	1	1
1013	9	1	35	15	30	0	101	1	4	8	1	1
1013	9	1	36	18	30	0	101	1	4	8	1	1
1013	9	1	37	21	30	0	101	0	4	8	1	1
1013	9	1	38	24	30	0	101	0	4	8	1	1
1013	9	1	39	27	30	0	101	0	4	8	1	1
1013	9	1	40	30	30	0	101	0	4	8	1	1
1013	9	1	41	3	30	0	56	1	5	8	1	1
1013	9	1	42	6	30	0	56	1	5	8	1	1
1013	9	1	43	9	30	0	56	1	5	8	1	1
1013	9	1	44	12	30	0	56	1	5	8	1	1
1013	9	1	45	15	30	0	56	1	5	8	1	1
1013	9	1	46	18	30	0	56	1	5	8	1	1
1013	9	1	47	21	30	0	56	1	5	8	1	1
1013	9	1	48	24	30	0	56	0	5	8	1	1
1013	9	1	49	27	30	0	56	0	5	8	1	1
1013	9	1	50	30	30	0	56	0	5	8	1	1
1015	10	1	1	30	30	0	29	0	1	9	1	1
1015	10	1	2	27	30	0	29	0	1	9	1	1
1015	10	1	3	24	30	0	29	0	1	9	1	1
1015	10	1	4	21	30	0	29	0	1	9	1	1
1015	10	1	5	18	30	0	29	0	1	9	1	1
1015	10	1	6	15	30	0	29	0	1	9	1	1
1015	10	1	7	12	30	0	29	1	1	9	1	1
1015	10	1	8	9	30	0	29	1	1	9	1	1
1015	10	1	9	6	30	0	29	1	1	9	1	1
1015	10	1	10	3	30	0	29	1	1	9	1	1
1015	10	1	11	30	30	0	15	0	2	9	1	1
1015	10	1	12	27	30	0	15	0	2	9	1	1
1015	10	1	13	24	30	0	15	0	2	9	1	1
1015	10	1	14	21	30	0	15	0	2	9	1	1
1015	10	1	15	18	30	0	15	0	2	9	1	1
1015	10	1	16	15	30	0	15	0	2	9	1	1
1015	10	1	17	12	30	0	15	1	2	9	1	1
1015	10	1	18	9	30	0	15	1	2	9	1	1
1015	10	1	19	6	30	0	15	1	2	9	1	1
1015	10	1	20	3	30	0	15	1	2	9	1	1
1015	10	1	21	30	30	0	56	0	3	9	1	1
1015	10	1	22	27	30	0	56	0	3	9	1	1
1015	10	1	23	24	30	0	56	0	3	9	1	1
1015	10	1	24	21	30	0	56	0	3	9	1	1
1015	10	1	25	18	30	0	56	0	3	9	1	1
1015	10	1	26	15	30	0	56	0	3	9	1	1
1015	10	1	27	12	30	0	56	0	3	9	1	1
1015	10	1	28	9	30	0	56	1	3	9	1	1
1015	10	1	29	6	30	0	56	1	3	9	1	1
1015	10	1	30	3	30	0	56	1	3	9	1	1
1015	10	1	31	30	30	0	7	0	4	9	1	1
1015	10	1	32	27	30	0	7	1	4	9	1	1
1015	10	1	33	24	30	0	7	1	4	9	1	1
1015	10	1	34	21	30	0	7	1	4	9	1	1
1015	10	1	35	18	30	0	7	1	4	9	1	1
1015	10	1	36	15	30	0	7	1	4	9	1	1
1015	10	1	37	12	30	0	7	1	4	9	1	1
1015	10	1	38	9	30	0	7	1	4	9	1	1
1015	10	1	39	6	30	0	7	1	4	9	1	1
1015	10	1	40	3	30	0	7	1	4	9	1	1
1015	10	1	41	30	30	0	101	0	5	9	1	1
1015	10	1	42	27	30	0	101	0	5	9	1	1
1015	10	1	43	24	30	0	101	0	5	9	1	1
1015	10	1	44	21	30	0	101	0	5	9	1	1
1015	10	1	45	18	30	0	101	0	5	9	1	1
1015	10	1	46	15	30	0	101	0	5	9	1	1
1015	10	1	47	12	30	0	101	0	5	9	1	1
1015	10	1	48	9	30	0	101	0	5	9	1	1
1015	10	1	49	6	30	0	101	0	5	9	1	1
1015	10	1	50	3	30	0	101	1	5	9	1	1
1020	2	1	1	30	30	0	15	1	1	10	1	1
1020	2	1	2	27	30	0	15	0	1	10	1	1
1020	2	1	3	24	30	0	15	1	1	10	1	1
1020	2	1	4	21	30	0	15	1	1	10	1	1
1020	2	1	5	18	30	0	15	1	1	10	1	1
1020	2	1	6	15	30	0	15	1	1	10	1	1
1020	2	1	7	12	30	0	15	1	1	10	1	1
1020	2	1	8	9	30	0	15	1	1	10	1	1
1020	2	1	9	6	30	0	15	1	1	10	1	1
1020	2	1	10	3	30	0	15	1	1	10	1	1
1020	2	1	11	30	30	0	29	0	2	10	1	1
1020	2	1	12	27	30	0	29	0	2	10	1	1
1020	2	1	13	24	30	0	29	1	2	10	1	1
1020	2	1	14	21	30	0	29	1	2	10	1	1
1020	2	1	15	18	30	0	29	1	2	10	1	1
1020	2	1	16	15	30	0	29	1	2	10	1	1
1020	2	1	17	12	30	0	29	1	2	10	1	1
1020	2	1	18	9	30	0	29	1	2	10	1	1
1020	2	1	19	6	30	0	29	1	2	10	1	1
1020	2	1	20	3	30	0	29	1	2	10	1	1
1020	2	1	21	30	30	0	7	0	3	10	1	1
1020	2	1	22	27	30	0	7	1	3	10	1	1
1020	2	1	23	24	30	0	7	1	3	10	1	1
1020	2	1	24	21	30	0	7	1	3	10	1	1
1020	2	1	25	18	30	0	7	1	3	10	1	1
1020	2	1	26	15	30	0	7	1	3	10	1	1
1020	2	1	27	12	30	0	7	1	3	10	1	1
1020	2	1	28	9	30	0	7	1	3	10	1	1
1020	2	1	29	6	30	0	7	1	3	10	1	1
1020	2	1	30	3	30	0	7	1	3	10	1	1
1020	2	1	31	30	30	0	56	0	4	10	1	1
1020	2	1	32	27	30	0	56	0	4	10	1	1
1020	2	1	33	24	30	0	56	0	4	10	1	1
1020	2	1	34	21	30	0	56	0	4	10	1	1
1020	2	1	35	18	30	0	56	0	4	10	1	1
1020	2	1	36	15	30	0	56	1	4	10	1	1
1020	2	1	37	12	30	0	56	1	4	10	1	1
1020	2	1	38	9	30	0	56	1	4	10	1	1
1020	2	1	39	6	30	0	56	1	4	10	1	1
1020	2	1	40	3	30	0	56	1	4	10	1	1
1020	2	1	41	30	30	0	101	0	5	10	1	1
1020	2	1	42	27	30	0	101	0	5	10	1	1
1020	2	1	43	24	30	0	101	0	5	10	1	1
1020	2	1	44	21	30	0	101	0	5	10	1	1
1020	2	1	45	18	30	0	101	1	5	10	1	1
1020	2	1	46	15	30	0	101	1	5	10	1	1
1020	2	1	47	12	30	0	101	1	5	10	1	1
1020	2	1	48	9	30	0	101	1	5	10	1	1
1020	2	1	49	6	30	0	101	1	5	10	1	1
1020	2	1	50	3	30	0	101	1	5	10	1	1
1021	3	1	1	30	30	0	29	0	1	11	1	1
1021	3	1	2	27	30	0	29	0	1	11	1	1
1021	3	1	3	24	30	0	29	1	1	11	1	1
1021	3	1	4	21	30	0	29	1	1	11	1	1
1021	3	1	5	18	30	0	29	1	1	11	1	1
1021	3	1	6	15	30	0	29	1	1	11	1	1
1021	3	1	7	12	30	0	29	1	1	11	1	1
1021	3	1	8	9	30	0	29	1	1	11	1	1
1021	3	1	9	6	30	0	29	1	1	11	1	1
