,logk,logs,logk_est,logk_est_L,logk_est_U,logs_est,logs_est_L,logs_est_U
158,-1.6175815039816706,-0.6868266690263307,-1.4428858017963362,-2.0225757123660646,-0.8388498535763751,-0.6881305581268898,-0.9878187263927607,-0.34043016637331514
159,-1.7930997869109833,-0.4611157355293467,-1.5939732757578733,-2.027247205402724,-1.088992480989979,-0.46316073244598865,-0.7759362534256521,-0.16275760459074112
160,-2.933033895962833,0.5146072382393906,-2.858692941591509,-3.024325301273485,-2.6404175378750656,0.41598685266051927,0.15177975862828438,0.6407454494584368
161,-3.8539968645146923,0.43385339348708374,-3.858270274366736,-3.9848450972218266,-3.732047273750371,0.3530874242996231,0.16953574412758018,0.5532520403093861
162,-3.2638807527026823,-0.49244201878311644,-2.97554142604064,-3.229244402881911,-2.7179659389050133,-0.48132431817653903,-0.7336959782155524,-0.2259084144749026
163,-2.6525396200359777,-0.38448057102311683,-2.7680887090982407,-2.9542233957727566,-2.5933983572461505,-0.31639915701839105,-0.5331967677018963,-0.1261456907652375
164,-2.0024216082788717,0.8078204074001291,-2.011805407962635,-2.1227499998309853,-1.8979272884159621,0.8825360782336068,0.5582033353822308,1.204909671395824
165,-3.825560121130066,-0.20203702196757772,-3.8068936301130525,-4.018961948839163,-3.5609507274662207,-0.33713495020323386,-0.6015053483395505,-0.09739344179837332
166,-1.6079202242899333,0.8312267100623548,-1.6941593600968365,-1.9018108716330697,-1.4435076173360348,1.0804009663878724,0.3902167695601333,1.98406092490215
167,-4.7838145572322475,-0.1890472064626596,-4.834701490329957,-5.2001778187821515,-4.539974185614013,-0.17785371224622837,-0.4497516945710135,0.08514263620037446
168,-3.472563086538723,-0.43863403105486876,-3.542756695172108,-3.835962737990924,-3.312953601203594,-0.5996684901977213,-0.8907049419123642,-0.3291541048960653
169,-4.493307637165965,-0.24412909026179436,-4.411222907767302,-4.62214294055316,-4.202549458643822,-0.13306767497535457,-0.353779410011859,0.0895270665741744
170,-3.6802567650786795,0.8609289311962994,-3.687921890604963,-3.777476124997913,-3.5824742499123774,0.8887163799852859,0.7127652689068992,1.0685230710754088
171,-3.9048730398385523,-0.14428754501775976,-3.9231117520933276,-4.094817018725948,-3.763526859380198,-0.09542625757712549,-0.3256907318153289,0.11720915581775114
172,-4.633605521617669,0.8262659377353981,-5.096848519884427,-5.516540489069506,-4.758880691806964,0.4405377570979758,-0.036059312025324405,0.9326384976053712
173,-4.533394466295724,0.04316264656379443,-4.5080975326798844,-4.697380638197205,-4.306383197563995,0.02847185691203901,-0.21256657484994948,0.28168284335586913
174,-4.917974983557544,0.46388230751449433,-4.997006034984081,-5.336713418162334,-4.765312785887377,0.3776956264063668,0.06011736976022161,0.7179479019700937
175,-3.3492392228635754,0.8894070943588476,-3.3163322219123392,-3.393951225655263,-3.230235065642054,0.9597228558606312,0.741075781293245,1.1758086746207594
176,-4.495555278013363,0.1629325886944244,-4.4835148799762425,-4.643861736721601,-4.3348800825989455,0.3927061585595991,0.15894635121203693,0.674230323321994
